"Add To Risk Table",Category,"Risk Index","Hazard/RISK Statement","Risk Abbreviated Terms","Type Of Risk",Activity,"Common Risk","Specific Risk",Delete
Y,S,3008,"Results used in the diagnosis or screening of diabetes mellitus","Off label use","Instrument Risk",collection,1,0,0
Y,T,3009,"Did not use the specially designed battery pack provided by Roche Diagnostics","Improper battery","Instrument Risk",misuse,1,0,0
Y,T,3011,"Blood applied to the top of the ??consumable??","Improper blood application","Instrument Risk",misuse,1,0,0
Y,T,3012,"Replaced code keys while the code keyreader is still flashing","Code key errors","Instrument Risk",misuse,1,0,0
Y,T,3013,"The meter or base unit is immersed in liquid","Meter or base immersed in liquid","Instrument Risk",misuse,1,0,0
Y,R,3014,"Test strips used outside of 6195°F (1635 °C)","Temperature interference","Instrument Risk",storage,1,0,0
Y,R,3015,"Test strips used outside of 1080% relative humidity","Humidity interference","Instrument Risk",storage,1,0,0
Y,R,3016,"Test strips stored outside of 3986°F (430°C)","Strips stored at improper temp","Instrument Risk",storage,1,0,0
Y,R,3017,"??Test?? stored outside of 2-37°C","Test stored at improper temp","Instrument Risk",storage,1,0,0
Y,P,3018,"Failure to read internal control blue line ","Blue line QC error","Instrument Risk",misuse,1,0,0
Y,P,3019,"Failure to read ??test?? results at 10 minutes","Delay in result reading","Instrument Risk",results,1,0,0
Y,P,3021,"Failure to read ??test?? results at 5 minutes","Delay in result reading","Instrument Risk",results,1,0,0
Y,P,3022,"Failure to read internal control grey/purple line ","Grey/purple line QC error","Instrument Risk",misuse,1,0,0
Y,P,3023,"Failure to test CSF ??test?? sample immediately","Failure to test immediately","Instrument Risk",results,1,0,0
Y,P,3024,"??EQC_ext?? was used 60 days after opening","Expired ??EQC_ext??","Instrument Risk",storage,1,0,0
Y,P,3025,"??EQC_ext?? was not run every 30 days","??EQC_ext?? is not run every 30 days","Instrument Risk",misuse,1,0,0
Y,R,3026,"??EQC_ext?? was used 18 months from date of manufacture","??EQC_ext?? expired","Instrument Risk",storage,1,0,0
Y,R,3027,"CLSI Clinical Laboratory Reagent Water CLRW was not used","Improper water used","Instrument Risk",misuse,1,0,0
Y,R,3028,"??LQC?? is was not mixed for a minimum of 25 minutes prior to first use","Improper mixing of ??lqc?? upon first use ","Instrument Risk",misuse,1,0,0
Y,R,3029,"??LQC?? is not mixed for at least 5 minutes ","Improper mixing of ??lqc??","Instrument Risk",misuse,1,0,0
Y,T,3031,"??Instrument?? not cleaned with 7 % bleach monthly","??Instrument?? not cleaned monthly","Instrument Risk",misuse,1,0,0
Y,T,3032,"??Instrument?? needle not replaced after 30,000 tests","??Instrument?? needle not changed","Instrument Risk",misuse,1,0,0
Y,T,3033,"??Instrument?? placed on a surface free of vibration","Vibratatory interference","Instrument Risk",misuse,1,0,0
Y,T,3034,"Tubes not tightly capped when introduced to ??instrument??","Tubes not tightly capped ","Instrument Risk",misuse,1,0,0
Y,T,3035,"Sickle cell anemia or multiple myeloma patient samples tested","Use on inappropriate patient types","Instrument Risk",misuse,1,0,0
Y,P,3036,"Patient sample not mixed for 3 minutes before testing ","Sample inadequately mixed","Instrument Risk",misuse,1,0,0
Y,P,3037,"Failure to confirm negative ??test?? results by bacterial culture","Culture confirmation not performed","Instrument Risk",misuse,1,0,0
Y,P,3038,"Failure to keep the Calibration Cassette in the provided storage pouch between uses","Calibration CAL mishandled ","Instrument Risk",misuse,1,0,0
Y,P,3039,"??Test?? kit not stored at 15-30 °C","Inappropriate ??test?? kit storage","Instrument Risk",misuse,1,0,0
Y,P,3041,"Patient throat swabs are held longer than 24 hrs. at 15-30° C","Inappropriate RT storage of throat swab","Instrument Risk",misuse,1,0,0
Y,P,3042,"Patient throat swabs held longer than 48 hrs. at 2-8° C","Improper refrig. storage of throat swab","Instrument Risk",misuse,1,0,0
Y,R,3043,"??Consumable?? was exposed to direct sunlight","Exposure to sunlight","Instrument Risk",misuse,1,0,0
Y,R,3044,"??Consumable?? was frozen","??Consumable?? was frozen","Instrument Risk",misuse,1,0,0
Y,R,3040,"Room temperature nasopharyngeal swab, nasal swab, and nasal wash/aspirate specimens stored in viral transport media or saline are tested outside of the timeframe for sample collection as specified in IFU 11","Testing expired RT stored samples 11",,injury,1,1,0
Y,S,3046,"Refrigerated nasopharyngeal swab, nasal swab, and nasal wash/aspirate samples stored in viral transport media or saline are tested outside of the timeframe for  sample collection as specified in IFU","Testing expired refrig. specimens","Instrument Risk",handling,1,0,0
Y,P,3047,"Visibly bloody or viscous patient sample is tested","Bloody or viscous sample used","Instrument Risk",misuse,1,0,0
Y,P,3048,"Incorrect pipette used to add patient sample","Incorrect pipette","Instrument Risk",misuse,1,0,0
Y,R,3049,"Test ??consumable?? is not maintained in sealed foil pouch until just before use","Foil pouch opened too soon","Instrument Risk",misuse,1,0,0
Y,P,3051,"Nasal and nasopharyngeal swab samples stored 2-8°C or at room temperature are tested beyond 48 hours from sample collection","Expired RT or refrig. stored samples","Instrument Risk",handling,1,0,0
Y,P,3052,"Sample poured from the Reagent Tube into the","Sample poured from reagent tube","Instrument Risk",misuse,1,0,0
Y,P,3053,"Reading test results before 15 min. or after 30 min.","Read results at improper time","Instrument Risk",misuse,1,0,0
Y,P,3054,"User writes on barcode on the ??consumable??","Writing on barcode","Instrument Risk",misuse,1,0,0
Y,P,3055,"??Test?? not stored between 2-8° C","Improper temp storage of ??test??","Instrument Risk",misuse,1,0,0
Y,P,3056,"Serum used after 5 days when stored at 2-8° C","Serum not handled properly","Instrument Risk",handling,1,0,0
Y,P,3057,"Plasma used after 24 hrs. when stored at 2-8° C","Plasma not handled properly","Instrument Risk",handling,1,0,0
Y,T,3058,"Results not read ± 30 seconds of 8 min. ","Results not read at proper time","Instrument Risk",misuse,1,0,0
Y,S,3059,"Hyperlipemic or Hyperhemolyzed sample used","Compromised sample used","Instrument Risk",handling,1,0,0
Y,R,3061,"Reagents are not stored in the dark and are used after 6 hours at (18-30°C)","Improper storage of reagents","Instrument Risk",handling,1,0,0
Y,R,3062,"Magnetic particles not mixed properly","Magnetic particles not mixed","Instrument Risk",handling,1,0,0
Y,R,3063,"Integral did not remain in the reagent area for 30 min. before use","Improper equilibration of Integral","Instrument Risk",handling,1,0,0
Y,S,3064,"Serum is not stored at -20°C as specified in IFU","Improper storage of serum","Instrument Risk",handling,1,0,0
Y,R,3065,"??EQC_ext?? was not performed each day of use","??EQC_ext?? not tested","Instrument Risk",handling,1,0,0
Y,R,3066,"Calibration was not performed for new lot of reagent","Calibration not performed","Instrument Risk",misuse,1,0,0
Y,R,3067,"LIAISON® XL Starter Kit or Wash Buffer is exposed to direct sunlight","Exposure to direct sunlight","Instrument Risk",handling,1,0,0
Y,R,3068,"Change of reagent component (even with the same lot number)","Change of reagent","Instrument Risk",misuse,1,0,0
Y,T,3069,"??Instrument?? is not properly grounded or checked for electrical current leakage","??Instrument?? not grounded","Instrument Risk",misuse,1,0,0
Y,R,7541,"This is test","This is test","Instrument Risk",handling,1,1,0
Y,,7547,cdxxsx,,"Instrument Risk",,1,1,0
Y,T,7548,"1010 - Test is performed without an order",,"Instrument Risk",,1,1,0
Y,S,7549,gjhsagdgsahsa,Test,"Instrument Risk",,1,1,0
Y,S,7550,"Test from Binod","Test from binod 1","Instrument Risk","patient id",1,1,0
Y,,7551,"3050 - ??Consumable?? is stored improperly",,"Instrument Risk",,1,1,0
Y,R,7552,twotwo,twoooo,"Instrument Risk",,1,1,0
Y,P,7553,"test test test",test,"Instrument Risk",,1,0,0
Y,R,7554,threeeee,three,"Instrument Risk",,1,0,0
Y,T,7556,"??Instrument?? Reagent septums not used","??Instrument?? Reagent septums not used","Instrument Risk",operation,1,0,0
Y,S,7558,"[Developer test Inogre]  ??Reagent??  bottle inverted after septum application","No order","Instrument Risk",order,1,0,0
Y,S,7559,"[Developer test Inogre]  ??Instrument?? Reagent septums not used","??Instrument?? Reagent septums not used","Instrument Risk",operation,1,0,0
Y,S,7560,"[Developer test Inogre]   threeeee",three,"Instrument Risk",,1,0,0
Y,S,7561,"[Developer test Inogre]   test test test",test,"Instrument Risk",,1,0,0
Y,S,7562,"[Developer test Inogre]   twotwo",twoooo,"Instrument Risk",,1,1,0
Y,S,7563,"[Developer test Inogre]   3050 - ??Consumable?? is stored improperly",Test,"Instrument Risk",,1,1,0
Y,S,7564,"[Risk test Inogre]  ??Reagent??  bottle inverted after septum application","No order","Assay Risk",order,1,0,0
Y,S,8001,"[Developer Test] Test is performed without an order","No order","Instrument Risk",order,1,0,0
Y,R,8002,"Risk (Anuja)","Risk (Anuja)Risk (Anuja)Risk (Anuja)","Instrument Risk",order,1,1,0
Y,R,8003,"New Risk",New,"Instrument Risk",environment,1,0,0
Y,S,44446,hjsadhasdhasgd,test,"Instrument Risk",maintenance,1,0,0
Y,P,44447,dgdf,dfsbsdfb,"Assay Risk",,0,0,0
Y,R,1111,Anuja,Anuja,"Assay Risk",collection,0,1,0
Y,E,44448,"This is a new risk","This is  test","Instrument Risk",implementation,1,1,0
Y,R,8181,"Anuja Cache","This is a test ","Assay Risk",,1,1,0
Y,E,44449,"Json Ins",Json,"Instrument Risk",order,1,1,0
Y,P,44450,"Json Assay","Json Pan","Assay Risk",environment,1,1,0
Y,S,1420,"Contamination of PPE and/or swab occurs during sample collection","Contamination of PPE","Instrument Risk",collection,0,0,0
Y,S,19007,"Conical specimen tubes used","Improper specimen handling","Instrument Risk",operation,1,1,0
Y,S,19008,"Specimens with < 150 uL are not loaded as priority to minimize evaporation","Specimen integrity","Instrument Risk",operation,1,1,0
Y,S,19009,"Specimen on the ??Instrument?? for >3 hours","Specimen integrity","Instrument Risk",operation,1,1,0
Y,S,19010,"Specimen ID (SID), rack ID or position number entered incorrectly","Mislabeled sample","Instrument Risk",operation,1,1,0
Y,S,19011,"More than 10 tests ordered for a sample that is loaded in sample cups","Insufficient sample volume","Instrument Risk",operation,1,1,0
Y,S,19012,"Test is ordered within a batch, disrupting the batch testing process","Delayed analysis of specimen","Instrument Risk",operation,1,1,0
Y,S,19013,"Specimen or control with an exception or result flag is not investigated and, if possible, rerun","Insufficient troubleshooting","Instrument Risk",operation,1,1,0
Y,S,19014,"Serum or plasma specimens not separated from clots, serum separators or red blood cells before freezing","Improper specimen storage","Instrument Risk","specimen storage",1,1,0
Y,S,19015,"Specimen frozen and thawed multiple times","Improper specimen handling","Instrument Risk","specimen storage",1,1,0
Y,S,19016,"Specimens are not recentrifuged if they require repeat testing","Improper specimen handling","Instrument Risk",processing,1,1,0
Y,S,19017,"Specimens are not recentrifuged if they were frozen and thawed","Improper specimen handling","Instrument Risk",processing,1,1,0
Y,S,19018,"Shipped specimens not removed from clot, red blood cells or separator gel","Improper specimen handling","Instrument Risk",processing,1,1,0
Y,S,19019,"Specimens not shipped on wet or dry ice","Improper specimen handling","Instrument Risk",processing,1,1,0
Y,S,19020,"Specimen used beyond sample stability permitted in the assay IFU","Sample storage","Instrument Risk","specimen storage",1,1,0
Y,T,19021,"??Instrument?? not installed or relocated by manufacturer representative ","Instrument not properly configured","Instrument Risk",configuration,1,1,0
Y,T,19022,"??Instrument?? hardware update not installed by manufacturer representative","Instrument not properly configured","Instrument Risk",configuration,1,1,0
Y,T,19023,"??Instrument?? System software not installed by a manufacturer representative","Instrument not properly configured","Instrument Risk",configuration,1,1,0
Y,T,19024,"??Instrument?? is located directly under HVAC air flow","Improper instrument installation","Instrument Risk",configuration,1,1,0
Y,T,19025,"??Instrument?? is installed in close proximity to sources of strong eletromagnetic radiation","Improper instrument installation","Instrument Risk",configuration,1,1,0
Y,T,19026,"??Instrument?? is installed in close proximity to sources of strong electromagnetic radiation","Improper instrument installation","Instrument Risk",configuration,1,1,0
Y,T,19028,"System power is turned off","Improper operation of instrument","Instrument Risk",operation,1,1,0
Y,T,19029,"Lab personnel attempt maintenance or repairs not specified by the manufacturer","Improper maintenance","Instrument Risk",maintenance,1,1,0
Y,T,19030,"Bulk solutions are low or expired","Improper maintenance","Instrument Risk",maintenance,1,1,0
Y,T,19031,"Liquid waste is full","Improper maintenance","Instrument Risk",maintenance,1,1,0
Y,T,19032,"Consumables not stored in original containers, clean and dust-free","Improper maintenance","Instrument Risk",maintenance,1,1,0
Y,T,19033,"Consumables are resused","Reuse of test components","Instrument Risk",operation,1,1,0
Y,T,19034,"Consumables are low or empty","Improper maintenance","Instrument Risk",maintenance,1,1,0
Y,T,19035,"Consumables waste is full","Improper maintenance","Instrument Risk",maintenance,1,1,0
Y,T,19036,"Levey-Jennings rule violations are not reviewed and addressed.","Insufficient troubleshooting","Instrument Risk","quality control",1,1,0
Y,T,19037,"Westgard rule violations are not reviewed and addressed","Insufficient troubleshooting","Instrument Risk","quality control",1,1,0
Y,T,19038,"QC issues are not evaluated and resolved before specimens are tested","Insufficient troubleshooting","Instrument Risk","quality control",1,1,0
Y,T,19039,"Use of reagents, calibrators, controls, bulk solutions or consumables from 3rd party vendors","Use of inappropriate reagents","Instrument Risk",operation,1,1,0
Y,T,19040,"Foam or bubbles in liquid assay and instrument components","Air bubbles","Instrument Risk",operation,1,1,0
Y,T,19041,"Diagnostic procedures not performed as recommended by manufacturer","Improper maintenance","Instrument Risk",operation,1,1,0
Y,T,19042,"Components not replaced as recommended by manufacturer","Improper maintenance","Instrument Risk",maintenance,1,1,0
Y,T,19043,"??Instrument?? message codes not reviewed and addressed","Insufficient troubleshooting","Instrument Risk","quality control",1,1,0
Y,T,19044,"Observed problems not reviewed and addressed","Insufficient troubleshooting","Instrument Risk","quality control",1,1,0
Y,R,19045,"Pre-Trigger Solutions is exposed to light","Reagent degradation","Instrument Risk",operation,1,1,0
Y,R,19046,"Pre-Trigger Solution is left on the ??Instrument?? for more than 16 days","Reagent degradation","Instrument Risk",operation,1,1,0
Y,R,19047,"Trigger Solutions is left on the ??Instrument?? longer than permitted by the reagents in the carousel","Reagent degradation","Instrument Risk",operation,1,1,0
Y,R,19048,"Trigger Solution is left on the ??Instrument?? for more than 28 days","Reagent degradation","Instrument Risk",operation,1,1,0
Y,R,19049,"Concentrated Wash Buffer is left on the ??Instrument?? for more than 30 days","Reagent degradation","Instrument Risk",operation,1,1,0
Y,R,19050,"Probe conditioning solution not stored at 2-8° C","Reagent degradation","Instrument Risk",operation,1,1,0
Y,S,19051,"Sample bar code label improperly placed","Mislabeled sample","Instrument Risk",operation,1,1,0
Y,R,19052,"??LQC?? not available for all assays running on the ??Instrument??","Missed daily QC","Instrument Risk","quality control",1,1,0
Y,R,19053,"??LQC?? left on the ??Instrument?? beyond the onboard stability for the analyte","Missed daily QC","Instrument Risk","quality control",1,1,0
Y,R,19054,"Assays not calibrated when recommended (e.g. new reagent lot number, expired calibration, new assay file requires calibration, assay controls out of range)","Missed QC with each new lot","Instrument Risk","quality control",1,1,0
Y,R,19055,"Calibration left on the ??Instrument?? beyond the onboard stability for the analyte","Improper calibration","Instrument Risk",calibration,1,1,0
Y,R,19056,"Calibration not available for all assays running on the ??Instrument??","Improper calibration","Instrument Risk",calibration,1,1,0
Y,R,19057,"Use of expired reagent pack(s)","Reagent degradation","Instrument Risk",calibration,1,1,0
Y,R,19058,"Reagent pack left on the ??Instrument?? beyond the onboard stability for that reagent","Reagent degradation","Instrument Risk",operation,1,1,0
Y,R,19059,"Reagent pack is used after being inverted","Reagent degradation","Instrument Risk",operation,1,1,0
Y,R,19060,"Reagent is left on the ??Instrument?? longer than permitted by the IFU","Reagent degradation","Instrument Risk",operation,1,1,0
Y,R,19061,"Reagents, calibrators, controls or bulk solutions mixed within or between lots","Reagent degradation","Instrument Risk",operation,1,1,0
Y,R,19062,"??Instrument?? reagent septums not used","Reagent degradation","Instrument Risk",operation,1,1,0
Y,R,19063,"Upon receipt, the unopened ??reagent?? is not inverted to ensure that reagent covers all sides of the bottles within the cartridge","Reagent degradation","Instrument Risk",operation,1,1,0
Y,R,19064,"After ??reagent?? mixing, reagent is not placed upright for one hour before use to allow bubbles to dissipate","Air bubbles","Instrument Risk",operation,1,1,0
Y,R,19065,"If dropped, ??reagent?? is not placed upright for one hour before use to allow bubbles to dissipate","Air bubbles","Instrument Risk",operation,1,1,0
Y,R,19066,"When handling ??reagent?? ??test personnel?? do not change gloves that have been in contact with human serum or plasma","Contamination of gloves with serum/plasma","Instrument Risk",operation,1,1,0
Y,R,19068,"??Reagent?? is not inspected prior to use to ensure that there are no signs of leakage","Consumable leakage","Instrument Risk",operation,1,1,0
Y,S,19069,"Sample manual pretreatment steps are not followed precisely","Improper specimen handling","Assay Risk",processing,1,0,0
Y,S,19070,"Use of positive displacement pipettes","Improper specimen handling","Assay Risk",processing,1,0,0
Y,S,19071,"Use of pre-wetting or reverse pipetting techniques","Improper specimen handling","Assay Risk",processing,1,1,0
Y,S,19072,">3 Cyclosporine replicates ordered from the same Transplant Pretreatment tube","Delayed sample analysis","Assay Risk",processing,0,1,0
Y,S,19073,">4 Tacrolimus replicates ordered from the same Transplant Pretreatment tube","Delayed sample analysis","Assay Risk",processing,0,1,0
Y,S,19074,"Tubes other than the Transplant Pretreatment Tubes are used for the pretreated samples","Incompatible consumable","Assay Risk",processing,1,0,0
Y,S,19075,"Tacrolimus samples, controls and calibrators not tested within 30 minutes of decanting","Delayed sample analysis","Assay Risk",processing,0,1,0
Y,S,19076,"> 24 Tacrolimus samples loaded on the ??Instrument?? at one time","Delayed sample analysis","Assay Risk",processing,0,1,0
Y,S,19077,"Tacrolimus samples not priority ordered","Delayed sample analysis","Assay Risk",processing,0,1,0
Y,S,19078,"Dilution procedure performed on pretreated specimen instead of whole blood specimen","Improper specimen handling","Assay Risk",processing,1,0,0
Y,S,1010,"Test is performed without an order","No order","Instrument Risk",order,1,0,0
Y,S,1390,"Specimens are not freshly collected","Fresh samples","Instrument Risk",collection,0,0,0
Y,S,3045,"Room temperature nasopharyngeal swab, nasal swab, and nasal wash/aspirate specimens stored in viral transport media or saline are tested outside of the timeframe for sample collection as specified in IFU","Testing expired RT stored samples","Instrument Risk",handling,1,0,0
Y,R,7568,"[Risk test Inogre]   twotwo",twoooo,"Instrument Risk",operation,0,1,0
Y,R,7569,"[Risk test Inogre]   3050 - ??Consumable?? is stored improperly"," is stored improperly","Instrument Risk",operation,0,1,0
Y,S,50000,"Hazard/RISK Statement","Risk Abbreviated Terms","Instrument Risk",Activity,1,1,0
Y,E,50004,"test Validation","Test Validation","Instrument Risk",,1,1,0
Y,E,50006,"Purna Rai & Dajubhaiharu - Sparsha Sangeet","Purna Rai & Dajubhaiharu - Sparsha Sangeet","Instrument Risk",distraction,1,1,0
Y,E,50007,"Pahilo Jhalak @123","Pahilo Jhalak @123 ##","Instrument Risk",,0,0,0
Y,E,50009,"Test Risk Statement 928 - Edited","Test Abbreviated Terms 928 - Edited","Instrument Risk",,1,1,0
Y,E,50013,Risk_1,Risk_1,"Instrument Risk",order,1,1,0
Y,P,50014,Risk_2,Risk_2,"Assay Risk",collection,1,1,0
Y,R,50015,Risk_3,Risk_3,"Assay Risk",implementation,1,1,0
Y,S,50016,Risk_4,Risk_4,"Instrument Risk",environment,1,1,0
Y,T,50017,Risk_5,Risk_5,"Assay Risk","human factors",1,1,0
Y,E,50018,"Cat E","Cat E","Instrument Risk","patient id",1,1,0
Y,E,50019,"Risk Statement(New)",Abbreviated(New),"Instrument Risk",,1,1,0
Y,E,50021,Shraddha(Risk),Shraddha(Risk),"Instrument Risk",,1,1,0
Y,E,50023,"Test Risk Statement 684","Test Abbreviated Terms 684","Instrument Risk",,1,1,0
Y,E,50024,"Test Risk Statement 806","Test Abbreviated Terms 806","Instrument Risk",,1,1,0
Y,E,50025,"Test Risk Statement 808","Test Abbreviated Terms 808","Instrument Risk",,1,1,0
Y,E,50026,"Test Risk Statement 281","Test Abbreviated Terms 281","Instrument Risk",,1,1,0
Y,E,50027,"Test Risk Statement 850","Test Abbreviated Terms 850","Instrument Risk",,1,1,0
Y,E,50028,"Test Risk Statement 191","Test Abbreviated Terms 191","Instrument Risk",,1,1,0
Y,E,50029,"Test Risk Statement 605","Test Abbreviated Terms 605","Instrument Risk",,1,1,0
Y,E,50030,"Test Risk Statement 247","Test Abbreviated Terms 247","Instrument Risk",,1,1,0
Y,E,50031,"Test Risk Statement 671","Test Abbreviated Terms 671","Instrument Risk",,1,1,0
Y,E,50032,"Test Risk Statement 222","Test Abbreviated Terms 222","Instrument Risk",,1,1,0
Y,E,50034,"Test Risk Statement 535","Test Abbreviated Terms 535","Instrument Risk",,1,1,0
Y,E,50035,"Test Risk Statement 113","Test Abbreviated Terms 113","Instrument Risk",,1,1,0
Y,E,50036,"Test Risk Statement 461","Test Abbreviated Terms 461","Instrument Risk",,1,1,0
Y,E,50037,"Test Risk Statement 434","Test Abbreviated Terms 434","Instrument Risk",,1,1,0
Y,E,50038,"Test Risk Statement 380","Test Abbreviated Terms 380","Instrument Risk",,1,1,0
Y,E,50039,"Test Risk Statement 618","Test Abbreviated Terms 618","Instrument Risk",,1,1,0
Y,E,50040,"Test Risk Statement 242","Test Abbreviated Terms 242","Instrument Risk",,1,1,0
Y,E,50041,"Test Risk Statement 713","Test Abbreviated Terms 713","Instrument Risk",,1,1,0
Y,E,50042,"Test Risk Statement 269","Test Abbreviated Terms 269","Instrument Risk",,1,1,0
Y,E,50043,"Test Risk Statement 848","Test Abbreviated Terms 848","Instrument Risk",,1,1,0
Y,E,50044,"Test Risk Statement 785","Test Abbreviated Terms 785","Instrument Risk",,1,1,0
Y,E,50045,"Test Risk Statement 692","Test Abbreviated Terms 692","Instrument Risk",,1,1,0
Y,,50046,"Test Risk Statement 371",,,,1,1,0
Y,E,50047,"Test Risk Statement 980","Test Abbreviated Terms 980","Instrument Risk",,1,1,0
Y,E,50048,"Test Risk Statement 250","Test Abbreviated Terms 250","Instrument Risk",,1,1,0
Y,E,50049,"Test Risk Statement 715","Test Abbreviated Terms 715","Instrument Risk",,1,1,0
Y,E,50050,"Test Risk Statement 292","Test Abbreviated Terms 292","Instrument Risk",,1,1,0
Y,E,50051,"Test Risk Statement 105","Test Abbreviated Terms 105","Instrument Risk",,1,1,0
Y,E,50052,"Test Risk Statement 429","Test Abbreviated Terms 429","Instrument Risk",,1,1,0
Y,E,50053,"Test Risk Statement 201","Test Abbreviated Terms 201","Instrument Risk",,1,1,0
Y,E,50054,"Test Risk Statement 546","Test Abbreviated Terms 546","Instrument Risk",,1,1,0
Y,E,50055,"Acc Test","Acc Test","Instrument Risk","quality control",1,1,0
Y,E,50056,"Test Risk Statement 440 All","Test Abbreviated Terms 440 All","Instrument Risk",collection,1,1,0
Y,E,50057,"Test Risk Statement 998 All","Test Abbreviated Terms 998 All","Instrument Risk",collection,1,1,0
Y,E,50058,"Test Risk Statement 456 All","Test Abbreviated Terms 456 All","Instrument Risk",collection,1,1,0
Y,E,50059,"Test Risk Statement 555 All","Test Abbreviated Terms 555 All","Instrument Risk",collection,1,1,0
Y,E,50060,"Test Risk Statement 943 All","Test Abbreviated Terms 943 All","Instrument Risk",collection,1,1,0
Y,E,50061,"Test Risk Statement 295 - Edited","Test Abbreviated Terms 295 - Edited","Instrument Risk",,1,1,0
